d	m	y	h	i	Praha 8-Karlín	Praha 2-Legerova (hot spot)	Praha 1-n. Republiky	Praha 2-Riegrovy sady	Praha 5-Smíchov	Praha 10-Vršovice	Praha 9-Vysočany	Praha 4-Braník	Praha 8-Kobylisy	Praha 4-Libuš	Praha 5-Stodůlky	Praha 6-Suchdol	Praha 6-Břevnov	Praha 10-Průmyslová	Beroun	Kladno-střed města	Kladno-Švermov	Mladá Boleslav	Ondřejov	Příbram	Rožďalovice-Ruská	Tobolka-Čertovy schody	České Budějovice	Churáňov	Hojná Voda	Kocelovice	Prachatice	Tábor	Kamenný Újezd	Plzeň-Slovany	Plzeň-Bory	Plzeň-střed	Plzeň-Lochotín	Plzeň-Skvrňany	Plzeň-Doubravka	Plzeň - mobil 20.03.2013 Plzeň - Litice	Přimda	Cheb	Přebuz	Sokolov	Chomutov	Děčín	Doksany	Krupka	Lom	Litoměřice	Měděnec	Most	Rudolice v Horách	Sněžník	Teplice 	Tušimice	Ústí n.L.-Všebořická (hot spot)	Ústí n.L.-Kočkov	Ústí n.L.-město	Česká Lípa	Frýdlant	Liberec Rochlice	Souš	Hradec Králové-Brněnská	Hradec Králové-observatoř	Krkonoše-Rýchory	Polom	Trutnov - Tkalcovská	Moravská Třebová - Piaristická.	Pardubice-Rosice	Pardubice Dukla	Svratouch	Havl.Brod-Smetan.nám.	Jihlava	Jihlava-Znojemská	Kostelní Myslová	Košetice	Třebíč	Ždár nad Sázavou	Brno - Dětská nemocnice	Brno-Arboretum	Brno-Lány	Brno-Svatoplukova	Brno-Výstaviště	Brno-Zvonařka	Brno-Masná	Brno-Líšeň	Brno-Úvoz (hot spot)	Brno-Tuřany	Hodonín	Kuchařovice	Mikulov-Sedlec	Sivice	Mokrá	Znojmo	Jeseník-lázně	Olomouc-Hejčín	Olomouc-Šmeralova	Přerov	Prostějov	Otrokovice-město	Štítná n.Vláří	Těšnovice	Uherské Hradiště	Valašské Meziříčí	Zlín	Bílý Kříž	Červená hora	Český Těšín	Frýdek-Místek	Havířov	Horní Lomná	Karviná-ZÚ	Karviná	Ostrava-Českobratrská (hot spot)	Odry	Ostrava-Fifejdy	Ostrava-Mariánské Hory	Ostrava-Poruba, DD	Ostrava-Poruba/ČHMÚ	Ostrava-Přívoz	Ostrava-Radvanice ZÚ	Ostrava Radvanice OZO	Orlová	Opava-Kateřinky	Ostrava-Zábřeh	Rýmařov	Studénka	Třinec-Kanada	Třinec-Kosmos	Věřňovice
15	11	2015	21	47				1.3						1.3		1.3									3.7		4.5	6.1						2.7	1.3	9.6	18.1	1.3	9.1	6.9			1.3	6.4			3.5	1.3	6.4	6.7	1.3			1.3	3.5	1.3		1.3	1.3		8.3	1.3									1.3			3.5			1.3					10.4							1.3			6.7	1.3			1.3			3.7				1.3			1.3	1.3		1.3			14.4		1.3		5.6	1.3	5.6		1.3	1.3		5.6			1.3	5.6	1.3			1.3
15	11	2015	22	27				1.3						1.3		1.3									3.7		4.3	5.9						3.2	1.3	6.9	16.5	1.3	9.1	6.7			1.3	5.6				1.3	10.4	6.4	1.3			1.3	4.3	1.3		1.3	2.9		6.9	1.3								8.0	3.2			2.9			1.3					9.3							1.3			6.9	1.3			1.3			3.7				1.3			1.3	1.3		1.3			16.8		3.7		5.6	1.3	5.6		1.3	1.3		5.6			1.3	5.6	1.3			1.3
15	11	2015	23	24				1.3						1.3		1.3									4.3			5.6						2.7	1.3	7.2	14.9	1.3	8.5	6.9			1.3	5.3			4.5	1.3	9.6	6.7	1.3			1.3	4.0	1.3		1.3	1.3		7.2	1.3								8.8	4.3			2.7			1.3					12.5							1.3			6.7	1.3			1.3			3.7				1.3			2.7	1.3		1.3			20.0		5.6		5.6	1.3	5.6		1.3	2.9		5.6			1.3	5.6	1.3			5.1
16	11	2015	0	24				1.3						1.3		1.3									3.5		4.0	4.5						2.7	1.3	4.3	13.8		9.3	6.7			1.3	6.1			4.5	1.3	7.2	6.9	1.3				4.0	1.3		1.3			7.5	1.3								8.8	3.2			3.2			1.3					11.7							1.3			6.9	1.3			1.3			4.3				1.3			1.3	1.3		1.3			17.8		20.0		5.6	1.3	5.6			3.7		13.0				5.6	1.3			8.5
16	11	2015	1	35				1.3						1.3		1.3									4.0		4.3	0.3						2.9	1.3	3.2	13.0	1.3	9.3	7.2			1.3	15.2			4.8	1.3	3.5	7.2	1.3			1.3	2.9	1.3		1.3	1.3		8.8	1.3								8.3	4.0			3.2			1.3					10.4							1.3				1.3			1.3							1.3				1.3		1.3			18.9		18.4		5.6	1.3	5.6		1.3	2.7		11.2			1.3	5.6	1.3			1.3
16	11	2015	3	29				1.3						1.3		1.3											3.7	5.9						2.9	1.3	4.3	10.9	1.3	9.1	7.2			1.3	32.8			4.5	1.3	10.1	7.7	1.3			1.3	3.7	1.3		1.3	1.3		8.8	1.3								7.7	7.2						1.3					10.4										6.7	1.3			1.3			4.3				1.3			1.3	1.3		1.3			20.2		2.9		5.6	1.3	5.6		1.3	1.3		5.6			1.3	5.6	1.3			1.3
16	11	2015	5	30				1.3						1.3		1.3									4.3		4.3	5.6						2.9	1.3	6.7	9.3	1.3	8.8	7.5			1.3	6.1			4.5	1.3		7.5	1.3			1.3	4.8			4.0	1.3		8.3	1.3								8.3	16.8			2.9			1.3					11.2							1.3			6.1	1.3			1.3			4.0				1.3			1.3	1.3		1.3			17.3				5.6	1.3	5.6		1.3	1.3		5.6			1.3	5.6				1.3
16	11	2015	6	29				1.3						1.3		1.3									4.8		4.3	5.3						2.9	1.3	9.1	8.5	1.3	8.8	6.7			1.3	58.3			5.3	1.3	5.6	8.3	1.3			1.3	10.1	1.3		2.9	1.3		8.5									8.8				1.3			1.3					10.7							1.3			6.1	1.3						4.0				1.3			1.3	1.3		1.3			17.0		1.3		5.6	1.3	5.6		1.3	1.3		5.6			1.3	5.6	1.3			1.3
16	11	2015	7	27				1.3						1.3		1.3									4.8		4.5	5.9						2.9	2.7	5.3	7.7	1.3	15.7				1.3	29.0			3.2	1.3	5.1	8.3	1.3			1.3	8.0	1.3		1.3	1.3		8.3	1.3								9.6	16.2			3.2			1.3					12.2							1.3			6.4	2.7			1.3			2.7				1.3			1.3	1.3		1.3			16.8		3.2		5.6	1.3	5.6		1.3	1.3		5.6			1.3	5.6	1.3			1.3
16	11	2015	8	48				1.3						1.3		1.3											5.6	6.1						2.9	2.9	2.9	7.7	1.3	9.9	6.9			1.3	12.8			3.7	1.3	4.8	6.7	1.3			1.3		1.3		1.3	1.3		9.1	1.3								8.5	10.4			3.2			1.3					8.8							1.3			6.4	1.3			1.3			1.3				1.3			1.3	1.3		1.3			15.7		4.8		5.6	1.3	5.6		1.3	1.3		5.6			1.3	13.8	1.3			3.5
16	11	2015	9	25				1.3						9.1		1.3											5.9	4.3						4.0	1.3	1.3	7.5	1.3	9.3	7.7				4.8			4.8		4.8	6.7	1.3			1.3	4.5	1.3		1.3	3.2		6.1	1.3								10.4	6.4			2.9			1.3					12.0							1.3			6.1	2.9			1.3			1.3				1.3			1.3	1.3		1.3			16.2		6.4		5.6	1.3	5.6		1.3	1.3		5.6			1.3		1.3			8.0
16	11	2015	10	47				1.3						3.2		1.3											5.3	5.6						3.2	1.3	3.5	7.2	1.3	14.1	7.5			1.3	4.5			4.3	1.3	12.0	10.1	1.3			1.3	5.6	1.3			4.0			1.3								8.5	4.0			3.2			1.3					10.7							1.3			6.4	2.9			1.3			1.3				1.3			2.9	1.3		1.3			17.3		8.0		5.6	1.3	5.6		1.3	1.3		5.6			1.3	10.9	1.3			5.6
16	11	2015	11	47				1.3						3.2		1.3											6.1	6.9						1.3	2.7	5.6	6.7	1.3	18.6	7.2			1.3	4.3			5.1	8.5	11.2	19.4	1.3			1.3	16.5	1.3		5.3	9.1		5.3	1.3								8.8	3.5			2.7			1.3					10.7							1.3			5.9	2.9			1.3			1.3				1.3			2.9	1.3		1.3			17.6		6.4		5.6	1.3	12.5		1.3	1.3		5.6			1.3	5.6	1.3			4.8
16	11	2015	12	47				1.3						2.9		1.3									9.1		5.6	6.9						2.7		4.5	6.4	1.3	14.1	6.1			3.7				4.5	12.8	9.3		1.3			1.3	16.2	1.3		9.9	23.7		5.3	1.3								11.7				3.5			1.3					11.7							1.3			6.7	3.2			1.3			1.3				1.3			3.7	1.3		5.1			19.4		4.5		5.6	5.9	14.1		1.3	3.5		13.6			1.3	13.6	1.3			4.5
16	11	2015	13	46				1.3								1.3									2.9		5.1	5.1						2.9	2.7	19.4	5.9	1.3	13.3	7.2			5.1					13.0	10.9	8.5	1.3			7.7	12.0	2.9		18.4	10.4		5.9	1.3								9.9				3.2			1.3					9.9							1.3			6.4	3.5			1.3			1.3				1.3			2.9	1.3		3.5			21.6		4.0		5.6		12.0		2.7	3.7		11.2			1.3	11.5	2.9
16	11	2015	14	24										2.7		1.3									3.5		3.2							2.9	1.3	22.6	5.9	1.3	10.7	6.9			1.3	65.5			1.3	11.2	13.0	8.5	1.3			8.5	10.4	4.5		20.8	12.5		10.1	2.7								10.1				2.7			1.3					12.2							1.3			6.4	3.2			1.3			1.3				1.3			1.3	1.3		1.3			22.6		5.1		5.6	4.8	11.7		1.3	3.5		5.6			1.3	14.6	2.7			6.4
16	11	2015	15	24				1.3						2.9		1.3									3.5		4.3	7.7						2.9	1.3	12.0	5.3	1.3	14.6	6.4			1.3	54.3			3.7	16.5	13.6	13.3	1.3			3.2	9.9	3.5		11.7	17.6		6.4	3.2								6.9	2.9			3.5			1.3					3.5							1.3			6.1	3.2			1.3			1.3				1.3			1.3	1.3		1.3			24.5		5.3		5.6	4.3	11.5		1.3	3.2		5.6			1.3	12.5	1.3			7.2
16	11	2015	16	23				1.3						3.2		1.3									4.8		4.3	6.4							1.3	1.3	5.1	1.3	28.2	7.2			1.3	38.6			4.3	1.3	8.3	16.0	1.3			3.7	7.2	3.5		11.7	9.1		5.3	4.8								8.8	2.9			3.7			1.3					10.7							1.3			6.1	3.5			1.3			1.3				1.3			1.3	1.3					22.1		6.1		5.6	4.0	10.9		1.3	1.3		5.6			1.3	5.6	1.3			3.7
16	11	2015	17	23				1.3						3.7		1.3									3.5		4.3	6.1						3.7	1.3	1.3		1.3	18.4	7.2			1.3	13.3			4.8	1.3	5.9	9.9	1.3			4.3	3.2	1.3		1.3	1.3		5.6	4.3								10.7	4.8			3.7			1.3					8.5							1.3			6.4	3.5			1.3			1.3				1.3			1.3	1.3		1.3			20.8		6.7		12.2	4.3	10.9		1.3	1.3		5.6			1.3	5.6	1.3			1.3
16	11	2015	18	46				1.3						3.2		1.3									3.5		4.5	6.7						4.0	3.2		32.2	3.2		7.7			1.3	6.4			5.3	6.4	6.1	8.0	1.3			4.3	6.9	1.3		1.3	1.3			4.3								8.8	4.0			4.0			1.3					9.1							1.3			6.7	3.2			1.3			1.3				1.3			1.3	1.3		1.3			27.2		7.2		14.1	3.5	5.6		1.3	1.3		5.6			1.3	11.7	1.3			1.3
16	11	2015	19	23				1.3						3.5		1.3									4.3		5.1	5.6						4.0	3.2	4.3	29.8	2.9	11.7	8.0			1.3	33.0			6.4	2.7	8.3	7.2	1.3			4.5	5.1	1.3		1.3	3.2		8.5	4.0								7.5	3.7			3.7			1.3					10.4							1.3			6.7	3.2			1.3			1.3				1.3			1.3			1.3			30.1		9.9		13.8	3.5	5.6		1.3	1.3		5.6			1.3	11.2	1.3			7.2
16	11	2015	20	47				1.3						4.0		1.3									4.3		6.1	4.5						5.3	2.9	4.0	28.0	3.2	11.7	7.7			1.3	26.9			9.3	6.1	9.1	8.0	1.3			4.3	9.3	1.3		3.7	3.7		12.8	4.0									3.5			3.5			1.3					8.8							1.3			6.9	2.9			1.3			1.3				1.3			1.3	1.3		1.3			34.6		7.5		14.4	2.9	5.6		1.3	1.3		5.6			1.3	5.6	2.7			7.7
16	11	2015	21	24				1.3						4.0		1.3									4.0		5.1	5.6						4.8	3.5	1.3	24.2	3.7	16.5	8.0			1.3	23.7			6.4	5.3	9.3	6.9	1.3			7.2	8.5	2.7		9.1	5.9		7.5	3.7								8.0	5.6			3.5			1.3					9.6							1.3			6.9	2.9			1.3			1.3				1.3			1.3	1.3		1.3			34.6		5.3		12.8	3.7	5.6		1.3	1.3		5.6			1.3	11.2	1.3			4.0
16	11	2015	22	23				1.3						4.8		1.3									4.0			5.6						4.8	3.7	1.3	21.8	3.5	17.8	7.5			1.3	5.9			6.7	6.4	8.0	7.7	1.3			7.7	7.5	3.2		17.0	5.9		7.5	2.9								9.6	5.3			3.5			1.3					7.7							1.3			6.9	2.9			1.3			1.3				1.3			1.3	1.3		1.3			32.8		7.2		12.8	4.8	5.6		1.3	1.3		5.6			1.3	5.6	1.3			1.3
16	11	2015	23	25				1.3						4.0		1.3									2.9		5.1	7.5						3.7	3.2	1.3	19.4		13.8	7.7			1.3	6.1			4.3	3.5	8.0	7.7	1.3			6.4	6.9	3.5		9.3			6.7	1.3								9.6	4.8			3.7			1.3					9.3							1.3			6.9	2.9			3.2			1.3				1.3			1.3	1.3		4.8			28.0		10.7		11.5	4.8	5.6			1.3		5.6				5.6	1.3			1.3
17	11	2015	0	47				1.3						4.0		1.3									3.5		4.5	4.0						2.9	2.7	1.3	18.4	1.3	24.2	7.5			1.3	5.3			4.3	1.3	8.8	9.1	1.3				8.0	1.3		30.4	4.5		7.5	1.3								8.8	3.7			3.5			1.3					8.0							1.3			6.7	2.7			5.3							1.3			1.3	2.9		4.0			32.2		7.5		5.6	5.1	11.2		1.3	1.3		5.6			3.5	12.2	1.3			1.3
17	11	2015	1	36				1.3						4.3		1.3									3.7		3.7	5.9						2.9	2.9	1.3	16.0	1.3	22.4	7.2			1.3	4.3			4.5	5.3	7.7	9.1	1.3			8.5	9.9	1.3		31.2	4.0		6.9	4.0								8.3	4.5			4.0			1.3					8.0							1.3				2.9			5.6			1.3				1.3				1.3		8.0			25.3		5.6		5.6	7.5	12.2		1.3	3.2		5.6			3.5	11.2	3.2			1.3
17	11	2015	3	32				1.3						3.2		1.3									1.3		4.3	6.7						2.7	1.3	1.3	13.6	1.3	15.4	6.1			1.3	4.0			2.9	7.2	10.1	9.3				19.4	9.3	1.3		26.4	4.5		7.7	4.5								7.2	4.5						1.3					8.3										6.4	2.9			6.1			1.3				1.3			1.3	1.3		12.2			28.8		5.1		5.6	7.7	13.6		1.3			5.6			4.3	5.6	4.0			2.7
17	11	2015	4	29				1.3						3.2		1.3									3.5		4.3	5.1						1.3	1.3	1.3	12.8	1.3	11.5	7.5			1.3	4.0			1.3	12.5	24.2	9.3				12.2	7.5			9.1	3.2		9.1	5.9								7.7	4.5			3.5			1.3					7.7							1.3			6.4	2.9			4.8			1.3				1.3			1.3	1.3		12.5			21.3				5.6	6.4	13.0		1.3	4.3		5.6			4.3	5.6				5.1
17	11	2015	5	29				1.3						1.3		1.3									3.5		4.3	5.3						2.9	1.3	1.3	12.8	1.3	9.3	6.9			1.3	5.1			1.3	17.0		9.1	1.3			9.3	6.4	3.2		6.9	1.3		9.3									6.9	5.6			3.5			1.3					8.3							1.3			6.7	2.9						1.3				1.3			1.3	1.3		8.8			26.9		4.5		5.6	5.6	12.2		1.3	4.0		5.6			3.2	11.2	2.9			8.3
17	11	2015	6	29				1.3						1.3		1.3									3.5		4.5	5.6						2.9	1.3	1.3	10.9	1.3	9.3				1.3	11.2			1.3	20.2	18.1	8.0	1.3			6.1	6.9	4.0		4.8	1.3		7.7	4.3								6.9				4.0			1.3					7.7							1.3			6.7	2.9			4.3			1.3				1.3			1.3	1.3		1.3			24.5		8.0		5.6	5.6	12.0		1.3	4.3		5.6			3.2	14.9	3.5			5.9
17	11	2015	7	28				1.3						1.3		1.3									3.5		4.5	5.3						3.2	1.3	1.3	10.4	1.3	9.3	7.5			1.3	6.1			1.3	12.2	18.9	6.9	1.3			8.5		1.3		5.3	1.3		6.4	3.5								6.9	6.7			3.2			1.3					8.3							1.3			6.7	2.9			3.5			1.3				1.3			1.3	1.3		4.0			34.6		7.2		5.6	3.7	12.0		1.3	3.7		5.6			2.9	19.2	1.3			5.9
17	11	2015	8	24				1.3						1.3		1.3									4.3		13.3	5.1						2.7	1.3	1.3	9.3	1.3	12.0	7.7			1.3	4.5			1.3		39.7	6.9	1.3			9.1	7.5	1.3		5.9	1.3		6.9	2.9								7.2	3.7			3.7			1.3					10.4							1.3			6.4	3.2			2.7			1.3				1.3			1.3	1.3		9.3			34.9		6.9		5.6	4.3	12.0		1.3	3.5		5.6			3.2	12.2	2.9			5.6
17	11	2015	9	24				1.3						1.3		1.3									4.0		5.9	5.1						3.7	1.3	1.3	9.1	1.3	13.8	7.2				4.0			1.3	15.4	44.5	6.4	1.3			12.2	4.8	3.2			1.3			2.7								6.9	3.2			3.5			1.3					9.1							1.3			6.4	2.9			1.3			1.3				1.3			1.3	1.3		13.0			28.0		15.4		5.6	5.1	12.8		1.3	1.3		5.6			4.0	12.0	3.5			6.1
17	11	2015	10	23				1.3						1.3		1.3									4.0		5.3	5.1						4.3	2.7	1.3	8.8	1.3	10.9	7.2			1.3	4.3			1.3	13.6	36.2	6.4	1.3			9.6	5.1	1.3		5.9	1.3		5.9	2.7								6.7	3.2			2.9			1.3					10.9							1.3			6.4	2.9			1.3			1.3				1.3			1.3	1.3		2.9			23.4		14.6		5.6	6.1	13.6		1.3	4.5		5.6			4.8	12.0	3.2			6.7
17	11	2015	11	23				1.3						3.2		1.3									4.0		4.8	6.1						4.0		1.3	8.0	1.3	15.7	7.7			1.3	4.5			1.3	12.2	29.0		1.3			12.0	5.6	4.0		6.1	1.3		6.4	1.3								6.9	1.3			3.5			1.3					8.5							1.3			6.7	2.7			1.3			2.9				1.3			4.3	1.3		5.9			22.6		3.5		5.6	7.2	13.0		1.3	4.8		12.0			2.9	5.6	3.7			4.8
17	11	2015	12	24				1.3						2.9		1.3									4.0		4.8	6.4						3.5	2.9	1.3	7.2	1.3	22.1	7.5			1.3					18.6	54.6	6.9	1.3			8.3	8.8	3.2		6.1	1.3		6.7	1.3								6.9	2.9			3.5			1.3					10.4							1.3			6.7	4.0			1.3			1.3				1.3			3.5	1.3		3.5			28.0		1.3		5.6				1.3	4.8		11.5			1.3	11.7	4.0
17	11	2015	13	24												1.3									3.7		4.5							3.5	1.3	1.3	6.7	1.3	22.9	7.2			1.3				1.3	28.0	57.5	9.6	1.3			6.4	6.9	2.7		18.6	1.3		5.6	2.9								7.2	3.5			3.5			1.3					8.3							1.3			6.9	3.7			1.3			1.3				1.3			1.3	1.3		1.3			28.5		4.5		5.6	4.0	12.2		1.3	4.8		11.5			1.3	5.6	3.2			1.3
17	11	2015	14	24				1.3						1.3		1.3									3.2		4.0	6.4						3.2	1.3	1.3	6.4	1.3	22.4	7.5			1.3				1.3	43.1	33.3	11.2	1.3			15.2	7.7	1.3		5.1	3.5		5.9	2.9								7.5	3.5			3.2			1.3					10.1							1.3			6.7	2.9			1.3			1.3				1.3			1.3	1.3		1.3			31.4		8.5		5.6	4.0	11.7		1.3	3.7		5.6			1.3	5.6	3.2			1.3
17	11	2015	15	23				1.3						1.3		1.3									3.7		4.5	6.9							2.7	1.3	5.9	1.3	28.0	7.7			1.3				1.3	41.5	23.4	12.0	1.3			20.2	7.2	4.8		7.2	3.7		5.6	1.3								7.2	4.5			3.5			1.3					8.0							1.3			6.7	3.7			1.3			1.3				1.3			1.3	1.3					26.6		12.0		5.6	2.7	5.6		1.3	3.2		5.6			1.3	5.6	1.3			3.5
18	11	2015	11	23
18	11	2015	12	22
18	11	2015	13	25				1.3								1.3					1.3				4.3		4.3	6.4						1.3	1.3	3.7	5.1	1.3	9.3	7.2			1.3	4.5			1.3	1.3	1.3	6.4	1.3			1.3	3.2	1.3		1.3	1.3		11.7	1.3								1.3				3.2			1.3					9.3							1.3			6.4	1.3			1.3			1.3				1.3			1.3	1.3		1.3			19.4		2.7		5.6	10.4	5.6		1.3	1.3		13.8			1.3	5.6	1.3			1.3
18	11	2015	14	25				1.3						1.3		1.3					1.3				4.5		4.3	5.1							1.3	10.4	5.1	1.3	9.1	7.2			1.3	5.6			1.3	1.3	1.3	6.7	1.3			1.3	6.1	1.3		1.3	1.3		6.1	1.3								1.3				3.2			1.3					9.3							1.3			6.1	1.3			1.3			1.3				1.3			1.3	1.3					37.3		1.3		5.6	4.8	26.6		1.3	1.3		12.2			1.3	5.6	1.3			1.3
18	11	2015	15	49				1.3						1.3		1.3					1.3				1.3		3.7	4.8						1.3	1.3	8.8		1.3	9.3	6.7			1.3	5.1			1.3	1.3	1.3	7.7	1.3			1.3	6.9	1.3		1.3	1.3		10.9	1.3								1.3				3.2			1.3					9.1							1.3			5.9	1.3			1.3			1.3				1.3			1.3	1.3		1.3			41.3		1.3		5.6	5.9	20.5		1.3	1.3		12.0			1.3	5.6	1.3			1.3
18	11	2015	16	48				1.3						1.3		1.3					1.3				3.7		4.0	4.3						1.3	1.3		2.7	1.3		7.5			1.3	4.5			1.3	1.3	1.3	7.2	1.3			1.3	8.5	1.3		1.3	1.3		13.8	1.3								1.3				2.9			1.3					9.1							1.3			6.4	1.3			1.3			1.3				1.3			1.3	1.3		1.3			18.1		2.9		5.6	19.2	5.6		1.3	1.3		11.7			1.3	5.6	1.3			1.3
18	11	2015	18	25				1.3						1.3		1.3					2.7				4.3		4.3	5.1						1.3	1.3	27.4	2.7	1.3	9.1	6.7			1.3	7.5			4.0	1.3	41.0	6.4	1.3			2.7	9.1	1.3		1.3	2.9		12.0	1.3								6.7				2.9			1.3					9.3							1.3			5.3	1.3			1.3			1.3				1.3			1.3	1.3		1.3			17.3		5.1		5.6	6.1	11.2		1.3	9.9		5.6			1.3	5.6	1.3			3.5
18	11	2015	19	27				1.3						1.3		1.3					4.8				5.3		4.3	5.6						1.3	2.9	5.3	2.9	1.3	14.4	7.2			1.3	45.5			1.3	1.3	43.1	8.0	1.3			1.3	14.9	1.3		6.9	7.5		6.4	1.3								9.6				2.9			1.3					6.1							1.3			5.6	1.3			1.3			1.3				1.3			1.3	1.3		1.3			19.4		6.7		5.6	5.6	11.5		1.3	26.1		5.6			1.3	5.6	1.3			3.5
18	11	2015	20	27				1.3						1.3		1.3					4.8				5.3			5.1						4.0	1.3	2.9	3.2	1.3	12.0	6.7			1.3	6.9			3.5	1.3	35.7	7.2	1.3			1.3	14.1	1.3		8.0	7.2		5.9	1.3								1.3				2.9			1.3					9.6							1.3			6.1	1.3			1.3			1.3				1.3			1.3	2.7		1.3			18.6		4.5		5.6	5.9	11.5		1.3	20.2		5.6			1.3	5.6	1.3			11.2
18	11	2015	21	49				1.3						1.3		1.3					1.3				5.1		6.4	3.5						3.2	2.9	1.3	3.2		9.9	7.2			1.3	28.0			2.9	1.3	29.0	8.0	1.3			1.3	9.9	2.7		8.5			5.9	3.7								1.3				2.9			1.3					8.0							1.3			6.7	1.3			1.3			1.3				1.3			2.7	1.3		3.5			21.6		13.6		5.6	5.9	11.7			8.0		5.6				5.6	1.3			4.3
18	11	2015	22	49				1.3						3.2		1.3					2.7				4.5		5.9	5.1						2.9	1.3	1.3	5.3	1.3	9.9	6.7			1.3	7.2			4.0	3.7	14.1	8.8	1.3			14.1	7.5	1.3		5.3	1.3		6.7	3.5								1.3				3.2			1.3					8.5							1.3			6.4	1.3			1.3							1.3			1.3	1.3		1.3			32.0		10.7		5.6	5.6	11.7		1.3	5.3		5.6			1.3	5.6	1.3			5.3
18	11	2015	23	25				1.3						2.7		1.3					1.3				4.3		4.8	5.9						2.7	2.7	1.3	3.5	1.3	10.4	6.4			1.3	22.1			3.7	23.7	11.2	10.1	1.3			16.2	9.1	1.3		8.5	1.3		7.2	3.2								1.3				3.5			1.3					9.1							1.3			6.9	1.3			1.3			1.3				1.3			1.3	1.3		1.3			17.0		11.7		5.6	4.3	11.7		1.3	2.7		5.6			1.3	5.6	1.3			9.1
19	11	2015	0	48				1.3						1.3		1.3					1.3						4.3	4.8						2.7	2.9	1.3	3.2	1.3	10.4	6.4			1.3	22.4			1.3	14.6	81.2	9.6	1.3				11.2	1.3		12.8	1.3		5.3	3.5								1.3				3.2			1.3					9.3							1.3			6.7	1.3			1.3			1.3				1.3			1.3	1.3		1.3			20.5		4.8		5.6	1.3	11.2		1.3	1.3		5.6			1.3	5.6	1.3			1.3
19	11	2015	1	36				1.3						1.3		1.3					1.3				3.2		4.5	5.1						1.3	1.3	1.3	3.2	1.3	16.0	6.7			1.3	2.9			1.3		28.5	8.0				12.5	17.0	1.3		15.7	1.3		5.3	3.5								1.3				3.5			1.3					8.3							1.3				1.3			1.3			1.3				1.3				1.3		1.3			33.8		7.7		5.6	6.1	11.5		1.3			5.6			1.3	5.6	1.3			5.1
19	11	2015	2	29				1.3						1.3		1.3					1.3				3.2		5.1	6.1						1.3	1.3	8.3	3.5	1.3	19.7	6.4			1.3	4.5			1.3	25.6	10.7	7.5	1.3			16.8	18.6			36.0	1.3		6.7	4.0								1.3				3.5			1.3					8.3							1.3			5.9	1.3			1.3			1.3							1.3	1.3		1.3			27.7				5.6	5.6	11.2		1.3	1.3		12.8			1.3	5.6				2.7
19	11	2015	5	31				1.3						1.3		1.3					1.3				1.3		4.3	4.8						1.3	1.3	1.3	2.9	1.3	21.0	6.7			1.3	4.0			1.3	18.1	5.1	7.5	1.3			7.5		1.3		17.6	3.2		6.1	2.9								1.3				3.7			1.3					8.3							1.3			6.4	1.3			1.3			1.3				1.3			6.7	1.3		1.3			18.4		10.1		5.6	5.9	11.2		1.3	4.3		5.6			1.3	5.6	1.3			7.5
19	11	2015	6	29				1.3						1.3		1.3					1.3				4.0		4.0	4.0						1.3	2.7	1.3	3.5	1.3	27.4	6.4			1.3	4.3			1.3		9.1	7.5	1.3			12.2	16.8	1.3		6.1	3.7		6.1	2.9								1.3				3.5			1.3					9.1							1.3			5.9	1.3			1.3			1.3				1.3			11.7	1.3		1.3			19.2		5.3		5.6	5.6	11.7		1.3	1.3		11.5			1.3	5.6	1.3			1.3
19	11	2015	7	29				1.3						1.3		1.3					1.3				3.2		4.3	5.9						1.3	2.7	1.3	3.2	1.3	30.4	7.2			1.3	6.1			1.3	14.4	33.8	5.1	1.3			8.5	9.3	1.3			1.3		6.4	2.9												2.9			1.3					9.3							1.3			6.4	1.3			1.3			1.3				1.3			5.1	1.3		1.3			25.0		12.0		5.6	4.5	11.2		1.3	1.3		10.9			1.3	5.6	1.3			1.3
19	11	2015	8	26				1.3						1.3		1.3					1.3				4.0		4.0	5.6						1.3	2.9	1.3	2.9	1.3	30.9	6.4			1.3	34.9			1.3	10.1	28.5	6.9	1.3			4.3	14.6	1.3		7.7	2.9		5.9	1.3								1.3				1.3			1.3					9.9							1.3			6.1	1.3			1.3			1.3				1.3			9.3	1.3		1.3			17.8		8.0		5.6	5.6	11.2		1.3	2.9		11.2			1.3	5.6	1.3			1.3
19	11	2015	9	25				1.3						1.3		1.3					1.3				3.5		4.0	5.3						2.7		1.3	2.7	1.3	20.8	6.4				18.4			1.3	1.3			1.3			10.9	15.4	1.3		13.8	5.3			1.3								1.3				3.2			1.3					8.5							1.3			6.4	3.5			1.3			1.3				1.3			4.8	1.3		1.3			18.6		9.1		5.6	6.9	11.7		1.3	4.5		12.8			1.3	5.6	1.3			1.3
19	11	2015	10	49				1.3						1.3		1.3					1.3				1.3		4.0	5.6						1.3	2.9	1.3	2.9	1.3	19.7	6.4			1.3	13.6				1.3	1.3	8.8	1.3			3.7	9.1	1.3		6.1	4.3		4.8	1.3								1.3				3.2			1.3					9.9							5.6			6.4	4.0			1.3			1.3				1.3			1.3	1.3		1.3			26.9		7.7		5.6		11.7		1.3	5.1		12.2			1.3	5.6	3.5
