d	m	y	h	i	Praha 8-Karlín	Praha 2-Legerova (hot spot)	Praha 1-n. Republiky	Praha 2-Riegrovy sady	Praha 5-Smíchov	Praha 10-Vršovice	Praha 9-Vysočany	Praha 4-Braník	Praha 8-Kobylisy	Praha 4-Libuš	Praha 5-Stodůlky	Praha 6-Suchdol	Praha 6-Břevnov	Praha 10-Průmyslová	Beroun	Kladno-střed města	Kladno-Švermov	Mladá Boleslav	Ondřejov	Příbram	Rožďalovice-Ruská	Tobolka-Čertovy schody	České Budějovice	Churáňov	Hojná Voda	Kocelovice	Prachatice	Tábor	Kamenný Újezd	Plzeň-Slovany	Plzeň-Bory	Plzeň-střed	Plzeň-Lochotín	Plzeň-Skvrňany	Plzeň-Doubravka	Plzeň - mobil 20.03.2013 Plzeň - Litice	Přimda	Cheb	Přebuz	Sokolov	Chomutov	Děčín	Doksany	Krupka	Lom	Litoměřice	Měděnec	Most	Rudolice v Horách	Sněžník	Teplice 	Tušimice	Ústí n.L.-Všebořická (hot spot)	Ústí n.L.-Kočkov	Ústí n.L.-město	Česká Lípa	Frýdlant	Liberec Rochlice	Souš	Hradec Králové-Brněnská	Hradec Králové-observatoř	Krkonoše-Rýchory	Polom	Trutnov - Tkalcovská	Moravská Třebová - Piaristická.	Pardubice-Rosice	Pardubice Dukla	Svratouch	Havl.Brod-Smetan.nám.	Jihlava	Jihlava-Znojemská	Kostelní Myslová	Košetice	Třebíč	Ždár nad Sázavou	Brno - Dětská nemocnice	Brno-Arboretum	Brno-Lány	Brno-Svatoplukova	Brno-Výstaviště	Brno-Zvonařka	Brno-Masná	Brno-Líšeň	Brno-Úvoz (hot spot)	Brno-Tuřany	Hodonín	Kuchařovice	Mikulov-Sedlec	Sivice	Mokrá	Znojmo	Jeseník-lázně	Olomouc-Hejčín	Olomouc-Šmeralova	Přerov	Prostějov	Otrokovice-město	Štítná n.Vláří	Těšnovice	Uherské Hradiště	Valašské Meziříčí	Zlín	Bílý Kříž	Červená hora	Český Těšín	Frýdek-Místek	Havířov	Horní Lomná	Karviná-ZÚ	Karviná	Ostrava-Českobratrská (hot spot)	Odry	Ostrava-Fifejdy	Ostrava-Mariánské Hory	Ostrava-Poruba, DD	Ostrava-Poruba/ČHMÚ	Ostrava-Přívoz	Ostrava-Radvanice ZÚ	Ostrava Radvanice OZO	Orlová	Opava-Kateřinky	Ostrava-Zábřeh	Rýmařov	Studénka	Třinec-Kanada	Třinec-Kosmos	Věřňovice
9	12	2015	19	26	16.0	15.0	20.0	15.0	27.0	26.0	28.0	18.0	29.0	17.9	15.0	8.0	13.0	33.0	33.0	15.0	41.0	20.0		30.0	17.0		22.0		8.0		10.0	44.0	16.0	23.0	11.0	15.0	14.0	20.0	14.0	15.0		4.0		15.0	9.0	35.0		6.0	12.0	35.0	3.0	21.0	7.0		14.0	9.0	10.0	13.0	26.0	17.0		19.0		16.0			5.0	15.0	27.0		28.0		15.0	11.0	8.0		1.0	16.0	3.0	28.0	22.2	40.2	39.6	35.1	25.2	22.0	26.0	24.0	19.0	16.0		8.0	32.0	30.0	21.0	6.0	25.0	19.0	28.0	22.0			1.0	24.2	28.0	24.0			33.0	26.0	25.0	5.0	22.0	11.0	18.0	22.0	17.0	21.0	24.0		22.0	48.0	22.0	23.0	11.0	9.0	19.0	10.0	7.0	29.0	16.0
9	12	2015	20	26	36.0	18.0	21.0	15.0	15.0	20.0	28.0	19.0	22.0	23.0	22.0	8.0	15.0	49.0	26.0	11.0	69.0	15.0		26.0	17.0		14.0		6.0		13.0	37.0	13.0	19.0	13.0	16.0	17.0	22.0	24.0	21.0		8.0		14.0	12.0	34.0		3.0	8.0	40.0	6.0	11.0	12.0		16.0	9.0	9.0	9.0	20.0	14.0		12.0		17.0			7.0	14.0	21.0		23.0		13.0	10.0	9.0		2.0	9.0	3.0	18.0	24.6	32.6	49.5	30.9	29.9	24.0	19.0	27.0	29.0	16.0		7.0	21.0	40.0	11.0	3.0	25.0	17.0	30.0	22.0			8.0	16.8	36.0	14.0			29.0	17.0	20.0	12.0	20.0	24.0	18.0	22.0	17.0	22.0	22.0		25.0	51.0	22.0	34.0	10.0	9.0	22.0	7.0	30.0	30.0	9.0
9	12	2015	21	26	30.0	22.0	26.0	18.0	21.0	29.0	31.0	21.0	13.0	19.9	17.0	8.0	18.0	37.0	29.0	19.0	79.0	16.0		14.0	19.0		8.0		5.0		12.0	30.0	15.0	24.0	17.0	16.0	18.0	24.0	23.0	19.0		8.0		9.0	10.0	27.0		5.0	9.0	37.0	5.0	27.0	14.0		14.0	11.0	19.0	5.0	14.0	19.0		25.0		19.0			6.0	23.0	24.0		24.0		16.0	8.0	11.0		3.0	16.0	7.0	27.0	25.8	30.7	53.2	28.4	27.4	22.0	29.0	28.0	32.0	19.0		12.0	14.0	30.0	11.0	4.0	20.0	16.0	22.0	13.0			8.0	21.7	27.0	12.0			25.0	18.0	18.0	19.0	20.0	14.0	16.0	19.0	11.0	19.0	19.0		29.0	41.0	26.0	17.0	17.0	23.0	17.0	21.0	25.0	31.0	20.0
9	12	2015	22	26	18.0	22.0	30.0	21.0	18.0	20.0	28.0	22.0	13.0	23.8	22.0	12.0	18.0	50.0	24.0	24.0	86.0	22.0		14.0	19.0		20.0		5.0		14.0	33.0	39.0	24.0	17.0	17.0	18.0	26.0	27.0	24.0		10.0		9.0	16.0	29.0		11.0	23.0	37.0	5.0	34.0	10.0		16.0	12.0	26.0	10.0	20.0	27.0		18.0		29.0			17.0	16.0	15.0		29.0		15.0	7.0	11.0		8.0	10.0	10.0	24.0	32.6	26.8	35.3	31.2	30.8	25.0	27.0	23.0	25.0	20.0		13.0	10.0	20.0	12.0	8.0	25.0	12.0	34.0	13.0			19.0	28.1	16.0	28.0			17.0	25.0	12.0	12.0		8.0	16.0	19.0	16.0	19.0	18.0		23.0	35.0	21.0	17.0	20.0	14.0	17.0	34.0	18.0	32.0	24.0
9	12	2015	23	26	32.0	18.0	24.0	21.0	36.0	21.0	23.0	14.0	18.0	28.0	22.0	13.0	24.0	34.0	30.0	17.0	62.0	23.0		14.0	25.0		22.0		4.0		20.0	38.0	29.0	26.0	19.0	22.0	19.0	39.0	24.0	20.0		9.0		12.0	18.0	21.0		7.0	16.0	37.0	9.0	24.0	8.0		17.0	15.0	15.0	12.0	17.0	20.0		13.0		29.0			10.0	13.0	19.0		25.0		15.0	4.0	13.0		7.0	14.0	11.0	21.0	38.5	31.1	31.6	29.1	31.0	22.0	19.0	23.0	25.0	19.0		18.0	10.0	13.0	8.0	11.0	19.0	8.0	23.0	9.0			18.0	20.3	13.0	17.0			10.0	15.0	10.0	8.0	22.0	10.0	19.0	15.0	20.0	21.0	25.0		34.0	44.0	21.0	18.0	17.0	16.0	6.0	22.0	22.0	24.0	14.0
10	12	2015	0	26	17.0	15.0	14.0	15.0	22.0	15.0	30.0	19.0	17.0	15.4	28.0	13.0	20.0	18.0	32.0	14.0	44.0	21.0		9.0	30.0		14.0		2.0		24.0	35.0	29.0	37.0	20.0	19.0	19.0	34.0	13.0	25.0		6.0		9.0	20.0	17.0		9.0	18.0	33.0	11.0	25.0	5.0		18.0	16.0	15.0	14.0	13.0	16.0		16.0		35.0			14.0	22.0	26.0		21.0		16.0	13.0	15.0		13.0	17.0	11.0	21.0	28.1	31.4	31.1	29.3	36.7	25.0	19.0	22.0	33.0	16.0		18.0	19.0	11.0	14.0	8.0	15.0	7.0	14.0	11.0			20.0	14.1	20.0	17.0			13.0	9.0	28.0	8.0	33.0	19.0	22.0	18.0	23.0	23.0	26.0		19.0	36.0	24.0	31.0	13.0	20.0	26.0	19.0	30.0	18.0	29.0
10	12	2015	1	39	10.0	15.0	23.0	12.0	23.0	9.0	24.0	18.0	14.0	10.0	16.0	13.0	17.0	24.0	37.0	19.0	28.0	22.0		23.0	24.0		13.0		10.0		20.0	31.0	27.0	28.0	21.0	17.0	23.0	27.0	28.0	23.0		10.0		16.0	19.0	16.0		8.0	11.0	29.0	8.0	13.0	10.0		13.0	19.0	16.0	16.0	22.0	13.0		9.0		28.0			8.0	21.0	17.0		17.0		17.0	23.0	16.0		20.0	11.0	11.0	19.0	16.3	30.9	24.5	23.0	38.3	21.0	15.0	22.0	33.0	13.0		10.0	24.0	15.0	10.0	11.0	9.0	10.0	18.0	16.0			16.0	16.4	16.0	24.0			26.0	12.0	22.0	8.0	34.0	27.0	22.0	8.0	29.0	18.0	23.0		13.0	30.0	21.0	33.0	21.0	12.0	22.0	30.0	17.0	14.0	19.0
10	12	2015	2	30	15.0	15.0	22.0	13.0	23.0	14.0	16.0	11.0	10.0	6.3	8.0	16.0	20.0	17.0	26.0	31.0	25.0	16.0		15.0	20.0		18.0		6.0		12.0	29.0	26.0	23.0	22.0	17.0	21.0	31.0	25.0	27.0		10.0		25.0	16.0	19.0		10.0	10.0	19.0	5.0	7.0	11.0		10.0	17.0	12.0	10.0	12.0	14.0		10.0		18.0			9.0	26.0	12.0		20.0		16.0	13.0	15.0		13.0	14.0	11.0	28.0	19.3	32.4	24.7	41.2	36.0	26.0	10.0	22.0	19.0	13.0		6.0	27.0	21.0	12.0	10.0	10.0	12.0	15.0	12.0			24.0	13.4	9.0	16.0			26.0	14.0	24.0	5.0	38.0	21.0	25.0	17.0	21.0	17.0	23.0		22.0	28.0	20.0	26.0	23.0	13.0	27.0	16.0	11.0	16.0	14.0
10	12	2015	3	30	15.0	15.0	13.0	13.0	12.0	11.0	16.0	7.0	15.0	9.6	4.0	16.0	14.0	31.0	16.0	29.0	24.0	15.0		10.0	17.0		18.0		5.0		9.0	26.0	18.0	20.0	23.0	17.0	21.0	30.0	17.0	39.0		12.0		21.0	18.0	19.0		9.0	23.0	16.0	4.0	10.0	6.0		12.0	11.0	16.0	7.0	8.0	14.0		13.0		19.0			5.0	18.0	14.0		19.0		16.0	8.0	15.0		12.0	9.0	12.0	20.0	23.1	27.1	29.3	21.3	33.2	24.0	13.0	18.0	18.0	16.0		48.0	26.0	22.0	7.0	25.0	20.0	14.0	9.0	21.0			13.0	14.4	19.0	23.0			13.0	19.0	17.0	10.0	41.0	21.0	24.0	19.0	19.0	16.0	22.0		15.0	27.0	19.0	31.0	15.0	26.0	20.0	11.0	28.0	17.0	19.0
10	12	2015	4	30	28.0	18.0	18.0	19.0	13.0	11.0	11.0	10.0	18.0	15.6	4.0	17.0	10.0	16.0	16.0	16.0	13.0	15.0		8.0	17.0		19.0		16.0		5.0	24.0	13.0	21.0	25.0	16.0	20.0	24.0	27.0	32.0		11.0		15.0	17.0	16.0		13.0	31.0	16.0	5.0	17.0	3.0		20.0	13.0	18.0	18.0	5.0	9.0		11.0		15.0			16.0	25.0	17.0		21.0		17.0	6.0	15.0		10.0	10.0	15.0	22.0	26.2	18.3	30.2	20.5	33.1	23.0	20.0	18.0	20.0	18.0		79.0	25.0	22.0	6.0	13.0	15.0	14.0	20.0	20.0			7.0	12.9	17.0	13.0			17.0	18.0	23.0	5.0	36.0	38.0	18.0	13.0	13.0	14.0	16.0		13.0	22.0	14.0	32.0	9.0	17.0	23.0	9.0	39.0	18.0	16.0
10	12	2015	5	30	21.0	18.0	15.0	21.0	8.0	8.0	9.0	7.0	15.0	11.7	36.0	13.0	13.0	9.0	9.0	8.0	7.0	17.0		6.0	18.0		17.0		12.0		4.0	22.0	21.0	17.0	26.0	13.0	15.0	21.0	35.0	34.0		14.0		11.0	14.0	22.0		9.0	20.0	10.0	4.0	18.0	3.0		23.0	17.0	18.0	20.0	18.0	6.0		15.0		14.0			14.0	18.0	21.0		15.0		16.0	5.0	12.0		15.0	7.0	15.0	35.0	20.0	18.8	32.7	14.5	31.3	25.0	23.0	16.0	21.0	21.0		41.0	23.0	21.0	13.0	9.0	10.0	15.0	11.0	13.0			10.0	8.0	12.0	17.0			21.0	17.0	20.0	9.0	26.0	21.0	21.0	13.0	15.0	15.0	17.0		18.0	24.0	15.0	19.0	16.0	20.0	20.0	17.0	25.0	20.0	21.0
10	12	2015	6	30	14.0	20.0	10.0	21.0	17.0	15.0	11.0	14.0	18.0	10.1	26.0	11.0	15.0	16.0	7.0	6.0	15.0	14.0		14.0	22.0		11.0		7.0		3.0	18.0	20.0	24.0	21.0	10.0	14.0	17.0	20.0	25.0		12.0		15.0	15.0	24.0		7.0	16.0	7.0	3.0	18.0	1.0		29.0	15.0	23.0	23.0	11.0	9.0		9.0		12.0			8.0	11.0	16.0		14.0		15.0	18.0	12.0		20.0	22.0	14.0	24.0	18.6	16.2	37.2	14.6	28.2	21.0	21.0	15.0	26.0	22.0		28.0	22.0	20.0	8.0	6.0	15.0	16.0	12.0	18.0			6.0	12.4	12.0	15.0			16.0	12.0	13.0	12.0	35.0	12.0	18.0	12.0	18.0	13.0	15.0		12.0	26.0	16.0	19.0	21.0	19.0	15.0	15.0	19.0	28.0	13.0
10	12	2015	7	30	16.0	22.0	7.0	11.0	9.0	16.0	16.0	25.0	18.0	7.1	14.0	10.0	9.0	13.0	14.0	8.0	31.0	13.0		23.0	15.0		10.0		5.0		3.0	14.0	15.0	23.0	21.0	10.0	13.0	14.0	18.0	22.0		7.0		11.0	13.0	17.0		9.0	15.0	11.0	1.0	16.0	1.0		23.0	15.0	25.0	28.0	16.0	12.0		5.0		15.0			6.0	8.0	21.0		22.0		18.0	32.0	23.0		17.0	13.0	16.0	13.0	27.0	17.5	37.3	17.3	19.8	21.0	22.0	16.0	29.0	20.0		20.0	20.0	19.0	5.0	5.0	25.0	18.0	23.0	22.0			5.0	15.8	10.0	9.0			19.0	27.0	9.0	5.0	50.0	10.0	20.0	8.0	23.0	14.0	13.0		18.0	27.0	14.0	22.0	16.0	12.0	11.0	14.0	15.0	26.0	13.0
10	12	2015	8	26	15.0	23.0	27.0	7.0	28.0	17.0	21.0	17.0	14.0	9.0	17.0	8.0	5.0	33.0	27.0	14.0	30.0	19.0		23.0	15.0		8.0		5.0		5.0	21.0	29.0	20.0	23.0	12.0	13.0	18.0	12.0	23.0		4.0		13.0	9.0	26.0		12.0	9.0	19.0	1.0	22.0	3.0		26.0	10.0	31.0	16.0	30.0	9.0		23.0		15.0			4.0	7.0	25.0		13.0		15.0	17.0	20.0		17.0	8.0	24.0	12.0	23.6	19.6	33.2	25.0	29.5	24.0	19.0	17.0	19.0	23.0		16.0	20.0	15.0	13.0	4.0	28.0	20.0	20.0	14.0			13.0	28.5	15.0	7.0			16.0	17.0	25.0	9.0	42.0	19.0	21.0	12.0	15.0	14.0	16.0		17.0	31.0	16.0	25.0	15.0	17.0	13.0	14.0	13.0	26.0	24.0
10	12	2015	9	26	24.0	23.0	24.0	10.0	45.0	23.0	25.0	13.0	18.0	13.7	19.0	6.0	9.0	29.0	14.0	14.0	26.0	28.0		24.0	18.0		16.0		4.0		10.0	29.0	22.0	29.0	23.0	17.0	17.0	25.0	20.0	27.0		8.0		20.0	16.0	25.0		21.0	15.0	20.0	9.0	32.0	2.0		29.0	13.0	47.0	11.0	31.0	16.0		12.0		17.0			4.0	10.0	21.0		11.0		19.0	18.0	18.0		13.0	13.0	19.0	19.0	32.9	23.6	38.8	31.6	36.8	28.0	12.0	20.0	18.0	35.0		13.0	22.0	15.0	8.0	12.0	36.0	23.0	12.0	14.0			22.0	30.9	17.0	21.0			21.0	29.0	20.0	14.0	50.0	14.0	25.0	23.0	9.0	14.0	18.0		16.0	31.0	18.0	27.0	14.0	13.0	27.0	27.0	15.0	24.0	19.0
10	12	2015	10	25	22.0	29.0	19.0	14.0	36.0	21.0	34.0	16.0	25.0	9.6	20.0	1.0	20.0	38.0	11.0	10.0	19.0	37.0		26.0	21.0		22.0		12.0		22.0	26.0	23.0	32.0	24.0	18.0	17.0	23.0	32.0	34.0		17.0		11.0	21.0	32.0		17.0	27.0	28.0	8.0	43.0	3.0		33.0	26.0	55.0	29.0	37.0	22.0		21.0		21.0			3.0	18.0	26.0		19.0		19.0	29.0	27.0		1.0	12.0	13.0	23.0	38.4	25.7	47.5	35.9	40.5	53.0	12.0	22.0	20.0	21.0		16.0	22.0	19.0	11.0	7.0	45.0	24.0	28.0	23.0			26.0	22.3	16.0	26.0			26.0	22.0	16.0	8.0	61.0	28.0	21.0	28.0	14.0	15.0	18.0		24.0	36.0	20.0	26.0	17.0	11.0	26.0	15.0	28.0	25.0	32.0
10	12	2015	11	26	31.0	22.0	27.0	10.0	36.0	19.0	35.0	11.0	27.0	7.0	11.0	11.0	27.0	37.0	26.0	9.0	19.0	39.0		25.0	25.0		42.0		7.0		30.0	23.0	14.0	39.0	27.0	15.0	18.0	20.0	25.0	33.0		14.0		6.0	22.0	50.0		27.0	37.0	36.0	6.0	25.0	4.0		44.0	27.0	51.0	42.0	55.0	21.0		15.0		16.0			9.0	16.0	25.0		24.0		16.0	25.0	17.0		2.0	12.0	14.0	31.0	27.7	20.9	43.6	45.4	49.1	51.0	10.0	22.0	19.0	18.0		18.0	14.0	32.0	22.0	5.0	51.0	29.0	27.0	35.0			20.0	29.1	37.0	14.0			27.0	23.0	16.0	8.0	63.0	30.0	28.0	40.0	20.0	15.0	22.0		14.0	32.0	21.0	22.0	26.0	29.0	5.0	9.0	41.0	26.0	28.0
10	12	2015	12	49	30.0	18.0	20.0	12.0	32.0	32.0	51.0	13.0	27.0	6.5	7.0	16.0	29.0	23.0	40.0	9.0	22.0	31.0		20.0	22.0		36.0		4.0		28.0	27.0	12.0	28.0	18.0	14.0	21.0	19.0	22.0	20.0		8.0		3.0	18.0	70.0		21.0	38.0	34.0	5.0	13.0	5.0		47.0	14.0	40.0	24.0	58.0	19.0		15.0		19.0			12.0	10.0	19.0		23.0		36.0	20.0	14.0		15.0	9.0	18.0	32.0	31.8	11.4	31.0	33.2	48.2	18.0	8.0	25.0	11.0	17.0		13.0	11.0	22.0	14.0	10.0	34.0	25.0	23.0	35.0	30.7		24.0	23.0	33.0	9.0			28.0	18.0	24.0	12.0	59.0	30.0	36.0	29.0	18.0	14.0	23.0		15.0	31.0	23.0	18.0	21.0	20.0	7.0	17.0	24.0	30.0	31.0
10	12	2015	13	26	22.0	17.0	17.0	12.0	27.0	40.0	34.0	18.0	14.0	5.5	26.0	18.0	21.0	36.0	30.0	15.0	27.0	21.0		13.0	23.0		31.0		3.0		15.0	31.0	18.0	25.0	17.0	13.0	17.0	14.0	40.0	21.0		5.0		2.0	11.0	41.0		18.0	33.0	32.0	5.0	7.0	7.0		54.0	8.0	34.0	33.0	64.0	19.0		17.0		15.0			8.0	13.0	24.0		21.0		23.0	22.0	14.0		17.0	17.0	15.0	26.0	22.5	12.1	33.7	38.1	25.3	33.0	6.0	50.0	14.0	21.0		8.0	14.0	9.0	12.0	7.0	29.0	19.0	30.0	22.0			13.0	22.8	20.0	15.0			19.0	27.0	19.0	20.0	58.0	34.0	42.0	17.0	12.0	14.0	17.0		27.0	29.0	26.0	32.0	13.0	25.0	13.0	11.0	32.0	23.0	25.0
10	12	2015	14	49	35.0	17.0	18.0	7.0	52.0	31.0	28.0	13.0	17.0	5.2	15.0	18.0	11.0	21.0	16.0	17.0	16.0	19.0		9.0	21.0		48.0		2.0		9.0	34.0	12.0	18.0	18.0	13.0	13.0	11.0	30.0	26.0		4.0		1.0	15.0	26.0		13.0	38.0	29.0	7.0	17.0	9.0		41.0	5.0	35.0	23.0	47.0	22.0		9.0		11.0			6.0	21.0	37.0		14.0		17.0	19.0	22.0		24.0	22.0	18.0	16.0	16.7	17.4	41.0	30.2	31.5	30.0	19.0	48.0	24.0	9.0		5.0	14.0	14.0	7.0	5.0	25.0	17.0	17.0	23.0	32.6		8.0	25.7	29.0	24.0			18.0	24.0	27.0	10.0	53.0	37.0	37.0	11.0	26.0	17.0	30.0		21.0	32.0	19.0	21.0	8.0	29.0	24.0	7.0	34.0	23.0	16.0
10	12	2015	15	48	20.0	21.0	26.0	14.0	30.0	25.0	21.0	9.0	26.0	13.8	10.0	18.0	15.0	33.0	11.0	12.0	16.0	22.0		6.0	15.0		33.0		1.0		6.0	38.0	19.0	12.0	21.0	21.0	14.0	12.0	22.0	25.0		3.0		10.0	14.0	29.0		18.0	31.0	28.0	6.0	10.0	9.0		28.0	3.0	35.0	42.0	41.0	22.0		7.0		16.0			18.0	14.0	20.0		18.0		19.0	16.0	28.0		14.0	13.0	20.0	11.0	19.6	25.4	67.9	29.8	43.0	38.0	21.0	44.0	24.0	22.0		3.0	14.0	16.0	5.0	16.0	21.0	25.0	18.0	27.0	41.4		5.0	34.8	23.0	15.0			19.0	25.0	27.0	14.0	44.0	43.0	36.0	6.0	19.0	14.0	49.0		20.0	31.0	47.0	16.0	6.0	16.0	5.0	18.0	23.0	29.0	39.0
10	12	2015	16	49	15.0	31.0	19.0	20.0	34.0	27.0	22.0	9.0	22.0	22.1	6.0	16.0	23.0	36.0	13.0	7.0	22.0	17.0		4.0	18.0		16.0		2.0		5.0	34.0	33.0	24.0	20.0	16.0	18.0	15.0	22.0	19.0		9.0		20.0	16.0	24.0		17.0	58.0	24.0	5.0	17.0	6.0		34.0	3.0	39.0	26.0	46.0	15.0		18.0		25.0			12.0	15.0	17.0		18.0		20.0	11.0	22.0		20.0	18.0	18.0	19.0	16.2	26.0	55.6	53.1	39.5	37.0	23.0	62.0	23.0	18.0		2.0	17.0	18.0	13.0	17.0	27.0	27.0	18.0	17.0	48.1		17.0	26.0	15.0	12.0			19.0	17.0	30.0	14.0	44.0	50.0	28.0	18.0	16.0	15.0	41.0		27.0	25.0	30.0	29.0	6.0	13.0	32.0	17.0	14.0	28.0	25.0
10	12	2015	17	26	28.0	21.0	22.0	14.0	33.0	27.0	30.0	29.0	13.0	12.7	6.0	17.0	20.0	31.0	16.0	7.0	25.0	26.0		10.0	22.0		10.0		3.0		4.0	28.0	35.0	19.0	19.0	16.0	18.0	14.0	18.0	22.0		9.0		13.0	19.0	33.0		23.0	73.0	28.0	3.0	30.0	10.0		32.0	3.0	53.0	35.0	40.0	17.0		10.0		27.0			16.0	11.0	29.0		13.0		24.0	14.0	27.0		15.0	10.0	28.0	29.0	22.7	41.5	60.8	60.6	60.1	40.0	30.0	88.0	36.0	38.0		5.0	29.0	65.0	8.0	16.0	21.0	30.0	20.0	9.0			10.0	26.9	18.0	35.0			28.0	28.0	34.0	13.0	49.0	38.0	23.0	19.0	17.0	17.0	44.0		29.0	22.0	45.0	39.0	7.0	26.0	49.0	12.0	32.0	26.0	16.0
10	12	2015	18	48	29.0	22.0	19.0	14.0	35.0	32.0	27.0	21.0	8.0	8.6	22.0	13.0	19.0	27.0	18.0	7.0	26.0	26.0		14.0	34.0		11.0		7.0		4.0	30.0	25.0	15.0	31.0	24.0	19.0	15.0	11.0	40.0		5.0		14.0	28.0	19.0		17.0	61.0	23.0	2.0	30.0	11.0		28.0	9.0	45.0	35.0	32.0	18.0		31.0		35.0			10.0	11.0	39.0		14.0		30.0	17.0	34.0		11.0	28.0	39.0	43.0	25.6	40.8	61.8	62.4	61.6	40.0	26.0	46.0	42.0	62.0		17.0	27.0	17.0	28.0	11.0	42.0	42.0	42.0	18.0			15.0	28.0	34.0	34.0			34.0	24.0	40.0	11.0	47.0	46.0	37.0	32.0	15.0	28.0	44.0		35.0	35.0	91.0	48.0	21.0	14.0	49.0	29.0	23.0	25.0	26.0
10	12	2015	19	49	30.0	27.0	19.0	14.0	35.0	31.0	36.0	13.0	10.0	8.5	35.0	19.0	14.0	22.0	25.0	6.0	21.0			19.0																																																	41.0		38.0		8.0		34.0							29.0				63.0								47.0														11.0	45.0			55.0		39.0	43.0			34.0	65.0				25.0
10	12	2015	20	26	42.0	34.0	24.0	20.0	30.0	27.0	23.0	18.0	14.0	14.9	22.0	23.0	16.0	36.0	29.0	14.0	37.0			21.0																		13.0		8.0	38.0	14.0		10.0	42.0	21.0	3.0	34.0	4.0		39.0	8.0	30.0	27.0	27.0	16.0		16.0											28.0		30.0		6.0		42.0							30.0				56.0								57.0														29.0	43.0			86.0		51.0	44.0			37.0	80.0				31.0
10	12	2015	21	26	26.0	29.0	21.0	27.0	28.0	26.0	25.0	18.0	13.0	18.8	12.0	20.0	26.0	30.0	22.0	17.0	68.0			14.0																																																	22.0		47.0		10.0		55.0							32.0				52.0								59.0														24.0	38.0			63.0		48.0	36.0			43.0	54.0				30.0
10	12	2015	22	26	18.0	23.0	23.0	15.0	31.0	20.0	17.0	18.0	20.0	18.7	33.0	19.0	21.0	35.0	38.0	10.0	68.0			10.0																																																	28.0		45.0		13.0		56.0							33.0				65.0								65.0														24.0	58.0			68.0		47.0	33.0			49.0	57.0				36.0
10	12	2015	23	27	23.0	24.0	18.0	15.0	33.0	23.0	11.0	15.0	21.0	17.6	19.0	15.0	19.0	20.0	39.0	14.0	64.0			15.0																																																	39.0		41.0		13.0		59.0							30.0				54.0								75.0														29.0	48.0			61.0		40.0	25.0			48.0	45.0				8.0
11	12	2015	0	26	13.0	21.0	22.0	18.0	17.0	21.0	7.0	23.0	15.0	13.0	25.0	12.0	20.0	16.0	48.0	26.0	49.0			15.0																																																	30.0		39.0		5.0		60.0							28.0				43.0								63.0														12.0	37.0			38.0		32.0	27.0			61.0	32.0				32.0
11	12	2015	1	38	18.0	20.0	20.0	12.0	16.0	14.0	13.0	20.0	14.0	9.5	14.0	13.0	12.0	10.0	39.0	26.0	39.0			9.0																																																	26.0		44.0		14.0		51.0							28.0				37.0								58.0														12.0	35.0			43.0		26.0	33.0			69.0	27.0				26.0
11	12	2015	2	30	15.0	18.0	13.0	10.0	19.0	10.0	9.0	15.0	10.0	9.9	9.0	18.0	13.0	10.0	37.0	16.0	32.0			6.0																																																	23.0		38.0		19.0		35.0							27.0				36.0								61.0														16.0	37.0			25.0		22.0	31.0			59.0	24.0				21.0
11	12	2015	4	29	6.0	18.0	13.0	8.0	8.0	7.0	17.0	7.0	8.0	9.0	14.0	17.0	9.0	10.0	20.0	7.0	19.0			8.0																																																	15.0		24.0		14.0		17.0							28.0				24.0								26.0														6.0	29.0			23.0		20.0	23.0			58.0	26.0				31.0
11	12	2015	5	29	8.0	18.0	9.0	10.0	13.0	7.0	12.0	4.0	5.0	6.9	9.0	12.0	7.0	10.0	13.0	11.0	12.0			5.0																																																	17.0		23.0		16.0		16.0							31.0				37.0								28.0														9.0	22.0			16.0		20.0	16.0			60.0	22.0				29.0
11	12	2015	6	27	21.0	18.0	7.0	10.0	14.0	5.0	7.0	10.0	5.0	7.1	5.0	9.0	6.0	10.0	15.0	12.0	12.0			3.0																																																	18.0		20.0		15.0		16.0							30.0				40.0								29.0														18.0	22.0			9.0		18.0	13.0			67.0	20.0				55.0
11	12	2015	7	27	14.0	21.0	5.0	12.0	20.0	7.0	18.0	13.0	10.0	8.2	7.0	10.0	5.0	10.0	10.0	8.0	18.0			4.0																																																	17.0		19.0		13.0		19.0							27.0				34.0								27.0														24.0	19.0			7.0		15.0	15.0			61.0	20.0				13.0
11	12	2015	8	23	16.0	24.0	8.0	9.0	12.0	10.0	13.0	10.0	15.0	5.0	22.0	11.0	7.0	10.0	7.0	14.0	17.0			13.0																																																	18.0		23.0		7.0		18.0							24.0				35.0								27.0														12.0	20.0			6.0		16.0	16.0				16.0				17.0
11	12	2015	9	22	12.0	26.0	18.0	10.0	33.0	8.0	20.0	15.0	12.0	4.6	12.0	16.0	9.0	10.0	13.0	15.0	18.0			18.0																																																	18.0		30.0		1.0		18.0							25.0				39.0								23.0														14.0	20.0			11.0		13.0	15.0			59.0	15.0				23.0
11	12	2015	10	22	34.0	29.0	19.0	14.0	50.0	22.0	15.0	10.0	15.0	7.3	13.0	16.0	14.0	10.0	26.0	12.0	23.0			19.0																																																	17.0		34.0		6.0		19.0							28.0				30.0								24.0														8.0	20.0			17.0		14.0	20.0			37.0	18.0				47.0
